road_node,lat,lon,weight
297147852,22.4463066,114.1673991,319.4346618652344
297148048,22.4604297,114.2038926,53.2217025756836
297148115,22.4704631,114.219107,462.04172134399414
297148128,22.4712418,114.2225212,384.61259841918945
297148179,22.4693088,114.233562,321.9526062011719
297151594,22.47623,114.2363379,246.58409118652344
297151765,22.4468893,114.1681183,285.66015625
297153407,22.4718098,114.2331867,133.97847366333008
297153409,22.4726718,114.2330556,51.13743591308594
297157505,22.4491793,114.1625291,5084.031852722168
297165912,22.2768088,114.1758029,445.7620544433594
297165917,22.2692061,114.1856978,299.54547119140625
297165938,22.2697845,114.1858323,265.5871887207031
297189909,22.2742597,114.179317,118.3452377319336
297912070,22.2924211,114.204829,377.2973327636719
297912958,22.2915958,114.2092056,268.1075134277344
297912960,22.291165,114.2093266,383.8240966796875
297913284,22.2909586,114.2090491,281.6051940917969
297913356,22.2914293,114.2045927,409.712158203125
299270101,22.3870526,113.9690078,324.8327331542969
300318356,22.2873365,114.2181071,995.5527954101562
